Project ID,19772
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR APR Q18_2(1)
Project ID,19776
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Automation 5
Project ID,19735
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Automation Test Program
Project ID,19724
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR CoC (1)
Project ID,19806
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Coordinated Assessment (14)
Project ID,19721
HMIS Project Type,14
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR CSV Import
Project ID,19758
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR CSV PATH REF
Project ID,19716
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR CSV PATH REF
Project ID,19717
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Dual RHY(BCP) ESG(1)
Project ID,19752
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR ES(1)
Project ID,19718
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR ES(1) RRHY BCP
Project ID,19751
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Homelessness Prevention (12)
Project ID,19720
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Housing
Project ID,19713
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Import Test
Project ID,19848
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Income (1)
Project ID,19822
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Outreach
Project ID,19741
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Outreach New
Project ID,19760
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR PATH
Project ID,19785
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR PATH (6)
Project ID,19828
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR PATH (6)
Project ID,19829
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR PH
Project ID,19725
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR PH Housing Only(9)
Project ID,19719
HMIS Project Type,9
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR PH-RRH
Project ID,19819
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q13
Project ID,19769
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q20 Exit
Project ID,19816
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q21(1)
Project ID,19808
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q21(1)
Project ID,19809
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q25f(1)
Project ID,19782
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q26a(1)
Project ID,19779
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q26a/Q26b
Project ID,19821
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR q26a_1
Project ID,19801
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR q26a_2
Project ID,19802
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR q26a_3
Project ID,19803
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q26f(1)
Project ID,19777
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q26f(1)
Project ID,19781
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q27f RRH
Project ID,19826
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q6c
Project ID,19810
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q7a
Project ID,19817
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Q9b SO
Project ID,19818
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR RRH
Project ID,19804
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR RRH(13)
Project ID,19746
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR SO Q9a/b
Project ID,19820
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR SPM ES Poject
Project ID,19693
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR SPM ES Poject 2
Project ID,19694
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR SVS Import test
Project ID,19753
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR Transitional (2)
Project ID,19726
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR XML
Project ID,19765
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR XML ES RHY (1)
Project ID,19766
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR_Affiliation_1(6)
Project ID,19708
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR_No_Affiliation_1(6)
Project ID,19709
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR_NON_(6)
Project ID,19707
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML Affiliation (6)
Project ID,19794
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,1
Identify the Project ID's of the housing projects this project is affiliated with,19788
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML ES(1) ESG
Project ID,19787
HMIS Project Type,1
Method for Tracking ES,3
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML HOPWA (1)
Project ID,19795
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML Housing Only (9) ESG
Project ID,19791
HMIS Project Type,9
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML HP (12) SSVF
Project ID,19792
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML Outreach (4) PATH
Project ID,19790
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML RHY BCP (1)
Project ID,19793
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML SSVF (14)
Project ID,19797
HMIS Project Type,14
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML Trans Housing (2) ESG
Project ID,19788
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SKR XML
Organization ID,SRR
Project Name,XML VASH-OTH (3)
Project ID,19798
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Tender Loving Care
Organization ID,tlc
Project Name,Education Assistance
Project ID,17937
HMIS Project Type,7
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
,
****** [Parameter] ******,****** [Value] ******
@BeginDate,10/01/2017
@EndDate,09/30/2018
@SecurityModel,1
@ctUserID,A67
@ctOrgID,POS
@ProgramList,"17892,17891,19700,19866,3,19509,17940,19837,17918,18047,17984,19481,19585,19586,18043,17947,19529,19315,19697,19280,19478,19528,19377,19564,17917,19304,17915,17974,17982,17926,17975,19510,19246,19376,19537,17930,17978,18067,19245,19511,17980,17958,17920,17913,17914,17953,17923,17977,17976,17921,19558,19592,17979,19524,19556,17967,17968,17922,19579,19599,19574,19577,19578,18681,19264,17969,17971,17916,17946,17957,17950,17951,17919,19621,19622,19619,19620,17954,17941,18040,19627,17905,17893,17896,1,2,19623,19624,17894,17910,4,17933,19523,19851,19850,19862,19863,19860,19854,19853,19849,19852,17929,19813,19855,19754,19757,19756,19755,19839,19844,19842,19843,19841,19845,19840,19846,19832,19833,19836,19835,19834,19856,19780,19814,19847,19749,19868,19750,19859,19869,19773,19870,19696,19830,19815,19812,19686,19789,19827,19796,19775,19799,19784,19770,19783,19811,19805,19748,19695,19771,19774,19838,19690,19692,19691,19767,19768,19864,19858,19661,19628,19671,19649,19646,19645,19641,19647,19648,19644,19642,19643,19640,19657,19658,19659,19656,19634,19635,19638,19663,19662,19636,19637,19650,19651,19736,19629,19630,19654,19653,19655,19652,19631,19632,19711,19712,19633,19639,19670,19678,19672,19675,19674,19673,19831,19825,19482,19483,19484,19485,19486,19513,19380,19669,19526,19536,19539,19538,19687,19688,19540,19680,19681,19679,19517,19508,19515,19865,19625,19591,19541,19593,19701,19594,19596,19613,19597,19598,19600,19610,19611,19554,19555,19589,19468,19476,19469,19470,19471,19472,19475,19474,19480,19466,19587,19575,19561,19562,19588,19567,19542,19545,19557,19570,19571,19565,19566,19559,19560,19568,19740,19747,19583,19584,19551,19698,19699,19252,19368,19369,19371,19375,19370,19244,17904,17899,18886,17939,17925,19668,19667,19626,17956,19665,19614,17962,18988,19676,19473,19248,17955,17991,17973,17985,17986,17990,17987,17909,19544,19572,19573,17900,19563,17898,17924,17959,19677,19590,19253,19685,19683,19689,19875,19871,19872,19873,19874,19800,19807,19778,19772,19776,19735,19724,19806,19721,19758,19716,19717,19752,19718,19751,19720,19713,19848,19822,19741,19760,19785,19828,19829,19725,19719,19819,19769,19816,19808,19809,19782,19779,19821,19801,19802,19803,19777,19781,19826,19810,19817,19818,19804,19746,19820,19693,19694,19753,19726,19765,19766,19708,19709,19707,19794,19787,19795,19791,19792,19790,19793,19797,19788,19798,17937"
@OrgList,POS
@taskid,82610
@ReportType,APR
